name,description,timestamp,operatingSystem.id,operatingSystem.displayName,cpuCount,memoryGb,disk.sizeGb,disk.speed,networkInfo.primaryNic.id,networkInfo.primaryNic.vlanId,networkInfo.primaryNic.privateIpv4,networkInfo.networkDomainId,sourceImageId,id,datacenterId
DevelopmentWindows,Big Data Analytics.  {cost-code: wb4533},2015-11-17T19:39:07.046Z,WIN2012R2S64,WIN2012R2S/64,4,64,NULL,NULL,a1f62bb2-6fe1-455a-8083-ca6120365f5a,744d3e04-e1f9-4424-90f3-bb2d3a083034,172.16.0.12,b0bebfcb-3d8d-4d39-99bd-71bed8ea026d,4dd440e2-f034-4d00-a6a1-9ca53f97b845,bb3c3ea9-ed9b-46eb-937d-f5f2493169f2,NA12
SaltServer,Master,2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,2,4,NULL,NULL,df7b59ae-b787-4f03-881d-433d5c924d14,41f770e0-b530-44f3-b3e3-246ae4fe5da8,10.0.0.8,c5e83e01-d7e3-4357-8725-1f7183f0ae70,e661666a-fc9c-4ff6-b3e3-73e420a5577f,46c453cf-2889-4335-b118-b04edb127068,NA12
Ankit Test -2 ,Testing,2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,2,4,NULL,NULL,2819ba4f-106b-4d53-959a-ce9c1a4867da,0c73ef91-db24-4bf4-b811-997384c92294,10.0.0.8,6f5ea54b-e198-4d17-984c-df4d5eb66272,f78da8fa-986b-4c98-8f87-dc3c2f9e5987,ad9b59c8-c36d-4efe-8532-305c25f0b545,NA9
Application A,,2015-11-17T19:39:07.046Z,WIN2012S64,WIN2012S/64,4,8,NULL,NULL,5798fe0a-441d-46c7-9679-c8380bdbe483,7d51cdae-daa7-41f2-ad9d-56e0276d8fbe,10.0.0.8,633ff927-e29b-41f2-afa0-c3ad797e05ff,1cdfee63-9e40-40f2-98e5-a46e9bfd742c,ea3f62a7-0f3e-4bc6-b3f6-7313acca4144,NA9
DB Server,,2015-11-17T19:39:07.046Z,WIN2012DC64,WIN2012DC/64,4,8,NULL,NULL,ec3af42b-e238-481f-b9a6-39d649b8f806,fc713fd3-8e49-4b4c-af84-f0e751544884,172.16.0.9,633ff927-e29b-41f2-afa0-c3ad797e05ff,639e81d5-16d2-46c0-974f-573d728d6356,f9c155dd-5aa3-484d-aa42-c2bf41eee9d1,NA9
Web,,2015-11-17T19:39:07.046Z,CENTOS764,CENTOS7/64,2,4,NULL,NULL,f947cfc2-0882-4267-acc9-4a22098432cc,a20c4dfd-46e4-48b0-95a2-8e7789616a79,192.168.11.9,633ff927-e29b-41f2-afa0-c3ad797e05ff,1fc89ec7-f3bb-466b-8774-513f2de88336,86ff5719-2419-43fa-8e90-6f04dc374b33,NA9
Janeeva,Janeeva,2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,2,4,NULL,NULL,NULL,NULL,NULL,NULL,1e44ab3f-2426-45ec-a1b5-827b2ce58836,49edff36-5c80-489b-aed1-6970fd17c39d,NA3
ClouderaNode1,Deployed via Cloudera Manager on 10.0.0.8 (PuppetServer),2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,4,64,NULL,NULL,93fe0810-1566-4289-b0fd-7ed713661bf5,12a85848-d04d-4f89-a5df-9991d13edd01,10.0.0.15,b0bebfcb-3d8d-4d39-99bd-71bed8ea026d,d71eee26-cbfa-4f5b-b7f8-52067f8787aa,0584f210-5ff7-4a5f-82a2-ed9a0f379336,NA12
ClouderaNode2,,2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,4,64,NULL,NULL,223523cf-2b01-4d02-b1e0-b80561638f47,12a85848-d04d-4f89-a5df-9991d13edd01,10.0.0.14,b0bebfcb-3d8d-4d39-99bd-71bed8ea026d,d71eee26-cbfa-4f5b-b7f8-52067f8787aa,1cdfaa3d-6866-453d-8470-c5d3005bd84e,NA12
ClouderaNode3,,2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,4,64,NULL,NULL,10561b43-76aa-47ac-8a61-385f5f8eec1a,12a85848-d04d-4f89-a5df-9991d13edd01,10.0.0.16,b0bebfcb-3d8d-4d39-99bd-71bed8ea026d,d71eee26-cbfa-4f5b-b7f8-52067f8787aa,484eef8a-7e43-47e1-8235-1abb0cd5e839,NA12
Zoomdata,Visualize,2015-11-17T19:39:07.046Z,UBUNTU1464,UBUNTU14/64,2,16,NULL,NULL,a9466e7e-ad19-4092-b754-0f1e0a270cc9,12a85848-d04d-4f89-a5df-9991d13edd01,10.0.0.17,b0bebfcb-3d8d-4d39-99bd-71bed8ea026d,fe94b1ad-99c7-4dd8-9d5a-c4c6441bebf8,793ff85f-6097-434b-8e88-566093889b28,NA12
DemoServer-Ben,Built from Powershell Script,2015-11-17T19:39:07.046Z,CENTOS664,CENTOS6/64,2,4,NULL,NULL,NULL,NULL,NULL,NULL,f5b0e8c3-e520-4a42-a0ef-de2644e4d021,77191a1e-b76f-4f6e-aba8-a9aec8169a0c,NA5
dev-db2,test,2015-11-17T19:39:07.046Z,UBUNTU1464,UBUNTU14/64,2,4,NULL,NULL,1f3352d4-f018-41a7-b644-1624c7ff2e51,41f770e0-b530-44f3-b3e3-246ae4fe5da8,10.0.0.9,c5e83e01-d7e3-4357-8725-1f7183f0ae70,fe94b1ad-99c7-4dd8-9d5a-c4c6441bebf8,5813fabf-3568-4cfc-a52b-e2d1a38a907b,NA12
dev-web1,test,2015-11-17T19:39:07.046Z,UBUNTU1464,UBUNTU14/64,2,4,NULL,NULL,9be55e03-40be-4f19-b294-540434c20b6e,41f770e0-b530-44f3-b3e3-246ae4fe5da8,10.0.0.10,c5e83e01-d7e3-4357-8725-1f7183f0ae70,fe94b1ad-99c7-4dd8-9d5a-c4c6441bebf8,28bec1c4-7b04-4824-9390-2bcb16e4214f,NA12
dev-web2,test,2015-11-17T19:39:07.046Z,UBUNTU1464,UBUNTU14/64,2,4,NULL,NULL,742d44e9-e47c-419d-903c-a3b37792d78a,41f770e0-b530-44f3-b3e3-246ae4fe5da8,10.0.0.11,c5e83e01-d7e3-4357-8725-1f7183f0ae70,fe94b1ad-99c7-4dd8-9d5a-c4c6441bebf8,460e483f-921e-4f23-8b10-fafc3c99ef6e,NA12
dev-db1,test,2015-11-17T19:39:07.046Z,UBUNTU1464,UBUNTU14/64,2,4,NULL,NULL,76308074-bbb6-45fd-9862-8195c9c3048e,41f770e0-b530-44f3-b3e3-246ae4fe5da8,10.0.0.12,c5e83e01-d7e3-4357-8725-1f7183f0ae70,fe94b1ad-99c7-4dd8-9d5a-c4c6441bebf8,c108e337-07cd-4761-8ddf-e3dee9c7f701,NA12
AnsibleTower,,2015-11-17T19:39:07.046Z,CENTOS764,CENTOS7/64,2,4,NULL,NULL,9a748e4c-aa56-41be-8665-bdf3dcea3b50,be4fdd13-38f3-4a4f-9ed8-453ac8096ea2,172.16.0.8,c5e83e01-d7e3-4357-8725-1f7183f0ae70,5b9a425a-123a-4284-a5a9-37a0ad203b29,d1a9fa93-ccd6-4d44-9b6e-bb7f99bfbd92,NA12
Zeppelin_Demo,,2015-11-17T19:39:07.046Z,REDHAT664,REDHAT6/64,4,8,NULL,NULL,NULL,NULL,NULL,NULL,ba663639-16d3-4e74-a29c-cdfd61b6e0f2,44cd3618-b401-423e-a2dc-3f4e2772dc0c,NA5
Stackstorm,Devops. {cost-code: wb4533},2015-11-17T19:39:07.046Z,UBUNTU1464,UBUNTU14/64,2,4,NULL,NULL,f5b40f5a-86bc-4d99-95d2-49135c8d1ff3,12a85848-d04d-4f89-a5df-9991d13edd01,10.0.0.18,b0bebfcb-3d8d-4d39-99bd-71bed8ea026d,fe94b1ad-99c7-4dd8-9d5a-c4c6441bebf8,3fe670b9-052e-404c-a986-08127d3cab0c,NA12
Test123,Test123,2015-11-17T19:39:07.046Z,WIN2012R2DC64,WIN2012R2DC/64,4,8,NULL,NULL,NULL,NULL,NULL,NULL,93de685a-e54e-4bbf-95fb-ae3501c4ff3d,b82d91d0-0874-4fc1-b64b-ae2c9c714c72,NA3
App-01,,2015-11-17T19:39:07.046Z,WIN2012R2S64,WIN2012R2S/64,2,4,NULL,NULL,NULL,NULL,NULL,NULL,808a8fba-ac45-4765-933f-4e7df24868b4,d6588893-bc92-4cf4-a719-fe258552fa8d,NA5
